"Arabic French Dictionary Free",books_and_reference,"2.83","Aug 20 2015","Android 3.1+",7.1 MB,"SE Develop",https://download.apkpure.com/c/APK/366/01129b5fbb1f2ee4?fn=Arabic%20French%20Dictionary%20Free_v2.83_apkpure.com.apk&k=74d5b78bc3604aa0c21b3f5d2faebb935724c61c&p=com.msvdevelopment.arabfr.free&c=1%7CBOOKS_AND_REFERENCE
"Learn Korean",books_and_reference,"9.3.0","Dec 11 2015","Android 2.3.4+",11.8 MB,"Bravolol - Language Learning",https://download.apkpure.com/c/APK/551/0120ed257ef9c0d1?fn=Learn%20Korean_v9.3.0_apkpure.com.apk&k=dd15c367f7952b76808cc0850d1181475724c61c&p=com.bravolang.korean&c=1%7CBOOKS_AND_REFERENCE
"English Arabic Dictionary",books_and_reference,"Neon","Apr 08 2016","Android 2.3.2+",24.4 MB,"INNOVATIVE SOFTWARE",https://download.apkpure.com/c/APK/1133/0172f363565d4d47?fn=English%20Arabic%20Dictionary_vNeon_apkpure.com.apk&k=7547f5f6014449956ed49d34b5136efa5724c61c&p=com.dictionary.ar&c=1%7CBOOKS_AND_REFERENCE
"Free Books - 23,469 Classics",books_and_reference,"1.3.6","Mar 30 2016","Android 2.3.2+",14.7 MB,"Digital Press Publishing s.r.o.",https://download.apkpure.com/c/APK/1060/016384a44b699fd4?fn=Free%20Books%2023%20469%20Classics_v1.3.6_apkpure.com.apk&k=8ce890e9321ee9b035f5bbaba31dd7fe5724c61c&p=com.spreadsong.freebooks&c=1%7CBOOKS_AND_REFERENCE
"Wiki Encyclopedia Gold",books_and_reference,"1.3.13","Mar 25 2016","Android 2.3.2+",4.2 MB,"AppsUnlimited wiki",https://download.apkpure.com/c/APK/1035/015a6a0d328d35f8?fn=Wiki%20Encyclopedia%20Gold_v1.3.13_apkpure.com.apk&k=ce75a94ef5c24e8fdb1cca893f8ff4725724c61c&p=uk.co.appsunlimited.wikiapp&c=1%7CBOOKS_AND_REFERENCE
"স্বামী স্ত্রীর সহবাসের নিয়ম",books_and_reference,"1.1","Apr 22 2016","Android 2.3.2+",1.1 MB,"knowledge-app",https://download.apkpure.com/c/APK/301/010d62002ffd72e2?fn=%E0%A6%B8%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%AE%E0%A7%80%20%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%B0%20%E0%A6%B8%E0%A6%B9%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A7%87%E0%A6%B0%20%E0%A6%A8%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%AE_v1.0_apkpure.com.apk&k=d5d85bd948f6256a773a4acb2e3aef2c5724c61c&p=knowledge.sohobastips.com&c=1%7CBOOKS_AND_REFERENCE
"Alquran dan terjemahan",books_and_reference,"1.0","Jul 06 2015","Android 2.3.2+",1.7 MB,"Ricky Saiful Firdaus",https://download.apkpure.com/c/APK/389/01144ec505395ce2?fn=Alquran%20dan%20terjemahan_v1.0_apkpure.com.apk&k=7fe19d7513d455626d42efd9c4912d335724c61c&p=com.rikisaifulfirdaus.alquran&c=1%7CBOOKS_AND_REFERENCE
"Learn Japanese",books_and_reference,"9.4.0","Dec 11 2015","Android 2.3.4+",11.9 MB,"Bravolol - Language Learning",https://download.apkpure.com/c/APK/551/0120f53080b32ad3?fn=Learn%20Japanese_v9.4.0_apkpure.com.apk&k=413dee1947094fc7894af9bd04be055a5724c6ad&p=com.bravolang.japanese&c=1%7CBOOKS_AND_REFERENCE
"Candy 570+ Level Guide",books_and_reference,"1.0","Apr 18 2014","Android 2.2+",6.1 MB,"NTSoft",https://download.apkpure.com/c/APK/290/010c8a518ebff802?fn=Candy%20570%20Level%20Guide_v1.0_apkpure.com.apk&k=e86d7a5a10e426bc46d6506bc93e88c55724c6ad&p=com.guidegame.candycrushguide&c=1%7CBOOKS_AND_REFERENCE
"Daily Text 2016",books_and_reference,"3.0.2","Jan 12 2016","Android 2.2+",1.0 MB,"Jannes Kretschmer",https://download.apkpure.com/c/APK/703/012bfccfd805a538?fn=Daily%20Text%202016_v3.0.2_apkpure.com.apk&k=c4b58f21a057f199ae3e6db2f5e7ebdf5724c6ad&p=com.jk.dailytext&c=1%7CBOOKS_AND_REFERENCE
"eReader Prestigio: Book Reader",books_and_reference,"5.6.6","Mar 16 2016","Android 4.0+",21.5 MB,"Prestigio",https://download.apkpure.com/c/APK/776/013d19a7d2dcbe11?fn=eReader%20Prestigio%20Book%20Reader_v5.6.6_apkpure.com.apk&k=1149c572c001f10522a52ee46fdd03055724c6ad&p=com.prestigio.ereader&c=1%7CBOOKS_AND_REFERENCE
"Kitab Kuning Lengkap",books_and_reference,"1.0","Aug 06 2015","Android 2.3.4+",12.9 MB,"Fs Studio",https://download.apkpure.com/c/APK/262/010b04551b84b351?fn=Kitab%20Kuning%20Lengkap_v1.0_apkpure.com.apk&k=dcff9ca39e2aa69179935a1c600651645724c6ad&p=com.andromo.dev445584.app425795&c=1%7CBOOKS_AND_REFERENCE
"Free Messenger Facebook Guide",books_and_reference,"1.4","Jul 29 2015","Android 2.3.4+",6.7 MB,"Auratechie",https://download.apkpure.com/c/APK/351/01118bfb4b534352?fn=Free%20Messenger%20Facebook%20Guide_v1.4_apkpure.com.apk&k=2ef6e83ec81eacdaea1f43ce0a556e6d5724c6ad&p=com.auratechie.freemessengerfacebookguide&c=1%7CBOOKS_AND_REFERENCE
"wikiHow: how to do anything",books_and_reference,"2.4.0","Jan 25 2016","Android 4.0+",2.7 MB,"wikiHow",https://download.apkpure.com/c/APK/675/0130ae40705f489f?fn=wikiHow%20how%20to%20do%20anything_v2.4.0_apkpure.com.apk&k=497beac834a92a50db2b6edaf46f50bc5724c6ad&p=com.wikihow.wikihowapp&c=1%7CBOOKS_AND_REFERENCE
"Mushaf Tajweed with Tafsir",books_and_reference,"4.0","Sep 22 2015","Android 2.3.2+",48.6 MB,"simppro",https://download.apkpure.com/c/APK/437/01183d387d4747c2?fn=Mushaf%20Tajweed%20with%20Tafsir_v4.0_apkpure.com.apk&k=adf293904e6b240fcb9ed23bb7f8305a5724c6ad&p=com.simppro.quran.tajweed&c=1%7CBOOKS_AND_REFERENCE
"iReader",books_and_reference,"5.7.2","Apr 18 2016","Android 2.3.2+",11.0 MB,"iReader Inc.",https://download.apkpure.com/c/APK/1189/01842c9381739987?fn=iReader_v5.7.2_apkpure.com.apk&k=08fe444e2d57a4524e3b2ba71b0381ec5724c6ad&p=com.chaozh.iReader&c=1%7CBOOKS_AND_REFERENCE
"Hisn Al Muslim - Azkar",books_and_reference,"4.0","Sep 22 2015","Android 2.3.2+",12.3 MB,"simppro",https://download.apkpure.com/c/APK/260/010ad60843d630b1?fn=Hisn%20Al%20Muslim%20Azkar_v4.0_apkpure.com.apk&k=53d70e989d470c37e0a9214b424daed85724c6ad&p=com.maher4web.hisn&c=1%7CBOOKS_AND_REFERENCE
"Islamic SMS Messages",books_and_reference,"1.1","Sep 14 2014","Android 2.2+",2.4 MB,"Khadim Hussain Rasooli",https://download.apkpure.com/c/APK/345/0110b0edbb5dad7d?fn=Islamic%20SMS%20Messages_v1.1_apkpure.com.apk&k=fd54e5c0bdb96eee687fbec43a2bf6b75724c6ad&p=sms4islam.com.free&c=1%7CBOOKS_AND_REFERENCE
"تطبيق القرآن الكريم",books_and_reference,"2.0.1","May 01 2014","Android 2.3.2+",29.4 MB,"Tmkeen Information Systems W.L.L.",null
"Holy Bible Offline",books_and_reference,"2.1.1","Mar 02 2015","Android 2.3.2+",6.4 MB,"SOFTCRAFT",https://download.apkpure.com/c/APK/870/01464b708c47a1bf?fn=Holy%20Bible%20Offline_v2.1.1_apkpure.com.apk&k=2609c96f010330c8c0bfab0379842fa05724c6ad&p=com.softcraft.englishbible&c=1%7CBOOKS_AND_REFERENCE
"FullReader+ all formats reader",books_and_reference,"3.0.2","Apr 19 2016","Android 3.0+",31.1 MB,"WebPrestige",https://download.apkpure.com/c/APK/1194/018611214d84eafd?fn=FullReader%20all%20formats%20reader_v3.0.2_apkpure.com.apk&k=46c6fefdbb7f6d046c9e2da435fb2a615724c6ad&p=com.fullreader&c=1%7CBOOKS_AND_REFERENCE
"Hackers Manual Hack WiFi FB",books_and_reference,"1.29","Oct 31 2015","Android 2.3.2+",3.7 MB,"Alienskills",https://download.apkpure.com/c/APK/264/010b125d8015e7cf?fn=Hackers%20Manual%20Hack%20WiFi%20FB_v1.29_apkpure.com.apk&k=98d09efd7e3ffac0ce25f83d7bfd892f5724c6ad&p=com.alienskills.hackers.manual&c=1%7CBOOKS_AND_REFERENCE
"Bíblia Sagrada",books_and_reference,"1.9.0","Feb 26 2016","Android 3.0+",5.9 MB,"Mobidic Soluções em Aplicativos Mobile",https://download.apkpure.com/c/APK/189/f480f24cf82c6f?fn=B%C3%ADblia%20Sagrada_v1.9.0_apkpure.com.apk&k=5533b52469505324179133aa199014fd5724c6ad&p=br.biblia&c=1%7CBOOKS_AND_REFERENCE
"多看阅读 小说王电子图书馆阅读器",books_and_reference,"4.3.4","Apr 20 2016","Android 4.0+",15.8 MB,"多看科技",https://download.apkpure.com/c/APK/1207/0189e52408cbbc34?fn=%E5%A4%9A%E7%9C%8B%E9%98%85%E8%AF%BB%20%E5%B0%8F%E8%AF%B4%E7%8E%8B%E7%94%B5%E5%AD%90%E5%9B%BE%E4%B9%A6%E9%A6%86%E9%98%85%E8%AF%BB%E5%99%A8_v4.3.4_apkpure.com.apk&k=83ee5950d66255324e67d0c26dbf7ac45724c6ad&p=com.duokan.reader&c=1%7CBOOKS_AND_REFERENCE
"All Magazines",books_and_reference,"2.5","Jan 08 2015","Android 2.3.2+",2.9 MB,"Ivan Ivanenko",https://download.apkpure.com/c/APK/878/0148268d3e07f1bb?fn=All%20Magazines_v2.5_apkpure.com.apk&k=8fa7bfee710c74b4e9007563902de8ec5724c6ad&p=com.foobnix.pdf.search&c=1%7CBOOKS_AND_REFERENCE
"NOOK: Read eBooks & Magazines",books_and_reference,"4.5.2.50","Feb 10 2016","Android 4.1+",43.3 MB,"Nook Digital, LLC",https://download.apkpure.com/c/APK/734/01388c7038aaaa12?fn=NOOK%20Read%20eBooks%20Magazines_v4.5.2.50_apkpure.com.apk&k=94ccab84fc1bf08c4c3f2931cbc42c325724c6ad&p=bn.ereader&c=1%7CBOOKS_AND_REFERENCE
"FBReader PDF plugin",books_and_reference,"1.5.11","Apr 14 2016","Android 3.0+",8.4 MB,"FBReader.ORG Limited",https://download.apkpure.com/c/APK/1170/017e4bc8f4a3ad83?fn=FBReader%20PDF%20plugin_v1.5.11_apkpure.com.apk&k=81a34c6ba8cb3a547c3bdba72876a1845724c6ad&p=org.geometerplus.fbreader.plugin.pdf&c=1%7CBOOKS_AND_REFERENCE
"KingsRoot Super Pro",books_and_reference,"1.0","Nov 05 2015","Android 2.2+",3.3 MB,"GreenDroid",https://download.apkpure.com/c/APK/508/011d96cc8b0406cb?fn=KingsRoot%20Super%20Pro_v1.0_apkpure.com.apk&k=e973a221ff81da81f480830c1fc1a1225724c70b&p=com.rkbg.kingsrootsuperpro&c=1%7CBOOKS_AND_REFERENCE
"Offline English Arabic Dict.",books_and_reference,"3.9.1","Mar 29 2016","Android 4.0+",5.8 MB,"movin'App",https://download.apkpure.com/c/APK/1056/01610e224bd6a350?fn=Offline%20English%20Arabic%20Dict_v3.9.1_apkpure.com.apk&k=7f9e92f592ae3aedc560f3d3a6c76d865724c70b&p=com.movinapp.dict.enar.free&c=1%7CBOOKS_AND_REFERENCE
"Kunci Gitar dan Lirik Lagu",books_and_reference,"4.0","Oct 28 2015","Android 2.3.2+",1.6 MB,"guruandroid",https://download.apkpure.com/c/APK/877/0149b0947a7d92d4?fn=Kunci%20Gitar%20dan%20Lirik%20Lagu_v4.0_apkpure.com.apk&k=d870b96413f64e19b7302b3e5143eb285724c70b&p=com.kuncigitardanliriklagu.guruandroid&c=1%7CBOOKS_AND_REFERENCE
"Dracula - eBook",books_and_reference,"1.0","Mar 19 2014","Android 2.1+",1.6 MB,"PUBLICDOMAIN",https://download.apkpure.com/c/APK/353/01112c7dac5cf464?fn=Dracula%20eBook_v1.0_apkpure.com.apk&k=b1b4fa84e51ccf4311c658306ce996a15724c70b&p=com.appmk.book.AOUSEEXRERUCAIJXS&c=1%7CBOOKS_AND_REFERENCE
"Tenzi Za Rohoni",books_and_reference,"1.0.3","Jan 29 2015","Android 4.0+",39.1 MB,"Goodhopedesigns and Informatics",https://download.apkpure.com/c/APK/336/01106342eccedfe1?fn=Tenzi%20Za%20Rohoni_v1.0.3_apkpure.com.apk&k=dab799f3c3d3418dcc6bee6e790a873f5724c70b&p=com.goodhopedesigns.tenzizarohoni&c=1%7CBOOKS_AND_REFERENCE
"50000 Free eBooks & AudioBooks",books_and_reference,"4.3.2","Apr 08 2016","Android 4.1+",9.1 MB,"Oodles",https://download.apkpure.com/c/APK/1136/0172f527f4578785?fn=50000%20Free%20eBooks%20AudioBooks_v4.3.2_apkpure.com.apk&k=7439fe0d13a13538b93dec1ed2e92f6f5724c70b&p=com.oodles.download.free.ebooks.reader&c=1%7CBOOKS_AND_REFERENCE
"북큐브 전자도서관",books_and_reference,"1.3.24","Mar 14 2016","Android 2.2+",27.9 MB,"(주)북큐브네트웍스",https://download.apkpure.com/c/APK/720/0135882e92844f42?fn=%EB%B6%81%ED%81%90%EB%B8%8C%20%EC%A0%84%EC%9E%90%EB%8F%84%EC%84%9C%EA%B4%80_v1.3.24_apkpure.com.apk&k=b418702d48861388e71f6b113e1c53745724c70b&p=com.bookcube.digitallibrary&c=1%7CBOOKS_AND_REFERENCE
"Quran - Mushaf Tajweed",books_and_reference,"4.0","Sep 22 2015","Android 2.3.2+",47.2 MB,"simppro",https://download.apkpure.com/c/APK/437/011834b5cbcfeabc?fn=Quran%20Mushaf%20Tajweed_v4.0_apkpure.com.apk&k=b6294bb154a9de1306e59f3dfa3b1d945724c70b&p=com.maher4web.quranHafsMojawad&c=1%7CBOOKS_AND_REFERENCE
"Quran",books_and_reference,"1.0","Apr 08 2013","Android 2.2+",15.2 MB,"Arabia For Information & Technology",https://download.apkpure.com/c/APK/843/01458efe435824e4?fn=Quran_v1.0_apkpure.com.apk&k=e15a7b52901e2278236f1a82a1a3f24f5724c70b&p=com.arabiait.quranothmani&c=1%7CBOOKS_AND_REFERENCE
"মীরাক্কেল-এর গল্প-Mirakkel",books_and_reference,"1.4","Nov 21 2014","Android 2.2+",2.2 MB,"Firoz Khan",https://download.apkpure.com/c/APK/327/010f862b44b1cdfc?fn=%E0%A6%AE%E0%A7%80%E0%A6%B0%E0%A6%BE%E0%A6%95%E0%A7%8D%E0%A6%95%E0%A7%87%E0%A6%B2%20%E0%A6%8F%E0%A6%B0%20%E0%A6%97%E0%A6%B2%E0%A7%8D%E0%A6%AA%20Mirakkel_v1.4_apkpure.com.apk&k=e7a9ef4b8b1f830bf4618f30747e60e15724c70b&p=firebox.education.mirakkel&c=1%7CBOOKS_AND_REFERENCE
"Translator Dictionary",books_and_reference,"1.3","Dec 13 2015","Android 2.3.2+",1.7 MB,"Apps Games Inc",https://download.apkpure.com/c/APK/548/012188be2f7e25c8?fn=Translator%20Dictionary_v1.3_apkpure.com.apk&k=22d3bac0937fef77f7695cb5cc7c8fe15724c70b&p=appsgamesinc.translatordictionary&c=1%7CBOOKS_AND_REFERENCE
"교보문고 eBook - e세상의 모든 전자책",books_and_reference,"2.5.0","Mar 28 2016","Android 4.0+",47.3 MB,"KYOBO BOOK CENTRE",https://download.apkpure.com/c/APK/1044/015e99c1b868019a?fn=%EA%B5%90%EB%B3%B4%EB%AC%B8%EA%B3%A0%20eBook%20e%EC%84%B8%EC%83%81%EC%9D%98%20%EB%AA%A8%EB%93%A0%20%EC%A0%84%EC%9E%90%EC%B1%85_v2.5.0_apkpure.com.apk&k=6b74483d771d427ab121f2b2895e7d3a5724c70b&p=com.kyobo.ebook.common.b2c&c=1%7CBOOKS_AND_REFERENCE
"NKJV Bible ( New King James )",books_and_reference,"3.1","Aug 07 2015","Android 4.0.3+",6.9 MB,"Bible Study Org",https://download.apkpure.com/c/APK/330/010fa753f6f2c145?fn=NKJV%20Bible%20New%20King%20James_v3.1_apkpure.com.apk&k=9ae3589edc3d42bbe233e6f8a1bcece05724c70b&p=com.bible.nkjv&c=1%7CBOOKS_AND_REFERENCE
"German Dictionary Offline",books_and_reference,"3.0","Mar 03 2016","Android 2.3.4+",19.8 MB,"Livio",https://download.apkpure.com/c/APK/236/010721f7e4349577?fn=German%20Dictionary%20Offline_v3.0_apkpure.com.apk&k=725d9b88915a6aafb8eb4d2528b46d2f5724c70b&p=livio.pack.lang.de_DE&c=1%7CBOOKS_AND_REFERENCE
"Bangla to Bangla Dictionary",books_and_reference,"Neon","Nov 02 2015","Android 2.3.2+",5.6 MB,"Bappi",https://download.apkpure.com/c/APK/499/011c4cc986cb2132?fn=Bangla%20to%20Bangla%20Dictionary_vNeon_apkpure.com.apk&k=633bebcb4a941d51b7e8829f3e9c849b5724c70b&p=com.dict.bnbn&c=1%7CBOOKS_AND_REFERENCE
"FHX SERVER COC",books_and_reference,"1.0","Jan 24 2016","Android 3.0+",5.5 MB,"Bening Studio",https://download.apkpure.com/c/APK/713/0131357417bfef2b?fn=FHX%20SERVER%20COC_v1.0_apkpure.com.apk&k=9a871f9797e899c323ceee2c534183635724c70b&p=com.bening.guidecoc&c=1%7CBOOKS_AND_REFERENCE
"Biology Dictionary",books_and_reference,"8.9","Mar 12 2016","Android 2.3.4+",3.5 MB,"Best Recommendation",https://download.apkpure.com/c/APK/708/01301ea8d4adab24?fn=Biology%20Dictionary_v8.9_apkpure.com.apk&k=126a3316b017a9e4ea6a2ab2f0f511525724c70b&p=best_recommendation.biology.dictionary&c=1%7CBOOKS_AND_REFERENCE
"Auto-Data",books_and_reference,"1.0.2","Mar 02 2015","Android 2.2+",2.0 MB,"Auto-Data.net",https://download.apkpure.com/c/APK/821/0143b24e91bfbeb2?fn=Auto%20Data_v1.0.2_apkpure.com.apk&k=4f9b0137f53b34dfce1c7c403560dc6f5724c70b&p=com.AutoData.app&c=1%7CBOOKS_AND_REFERENCE
"18+ সেক্সি জোক্স",books_and_reference,"1.2","Mar 17 2016","Android 2.2+",1.6 MB,"Firoz Khan",https://download.apkpure.com/c/APK/797/013f44aa196a670b?fn=18%20%E0%A6%B8%E0%A7%87%E0%A6%95%E0%A7%8D%E0%A6%B8%E0%A6%BF%20%E0%A6%9C%E0%A7%8B%E0%A6%95%E0%A7%8D%E0%A6%B8_v1.2_apkpure.com.apk&k=12cac5be67b4f68eac88012894c2d8cc5724c70b&p=firebox.education.eighteenplus&c=1%7CBOOKS_AND_REFERENCE
"Bangla Golpo",books_and_reference,"0.0.7","Feb 02 2016","Android 4.0+",4.5 MB,"L A TECH BD",https://download.apkpure.com/c/APK/701/0134574d3fd4e6c8?fn=Bangla%20Golpo_v0.0.7_apkpure.com.apk&k=1a42d087de818ff7deefaa52823877c85724c70b&p=com.latechbd.banglagolpo&c=1%7CBOOKS_AND_REFERENCE
"La Sainte Bible, Louis Segond",books_and_reference,"1.2","Jul 02 2014","Android 1.6+",1.9 MB,"Solvus Lab",https://download.apkpure.com/c/APK/250/010a86fbf08286e5?fn=La%20Sainte%20Bible%20Louis%20Segond_v1.2_apkpure.com.apk&k=1c2623a7f4a12a73219b404c90ddd97f5724c75a&p=com.solvus_lab.android.BibleFR_lsv&c=1%7CBOOKS_AND_REFERENCE
"ECBook",books_and_reference,"2.0.0.5","Apr 07 2016","Android 3.0+",10.6 MB,"Evercoss",https://download.apkpure.com/c/APK/1133/0173283f8400940f?fn=ECBook_v2.0.0.5_apkpure.com.apk&k=e2dc8e1bc39e095d15fc2fbb6d2559d25724c75a&p=com.evercoss.pustaka&c=1%7CBOOKS_AND_REFERENCE
"텍뷰(텍스트뷰어)",books_and_reference,"3.9.7","Jan 28 2015","Android 2.2+",670.2 KB,"TekView",https://download.apkpure.com/c/APK/281/010bde11cebbc333?fn=%ED%85%8D%EB%B7%B0%20%ED%85%8D%EC%8A%A4%ED%8A%B8%EB%B7%B0%EC%96%B4_v3.9.7_apkpure.com.apk&k=9af7ca24361922286cc3ff7a81d3c7235724c75a&p=com.ptculi.tekview&c=1%7CBOOKS_AND_REFERENCE
"Pokedex - Dexter",books_and_reference,"2.6.1","Jul 14 2015","Android 3.0+",12.1 MB,"Awestruck",https://download.apkpure.com/c/APK/909/014a8b8f813b46da?fn=Pokedex%20Dexter_v2.6.1_apkpure.com.apk&k=fe5f32c6ab34c3f158c3d9acae6593225724c75a&p=com.awestruck.poke&c=1%7CBOOKS_AND_REFERENCE
"Text Reader",books_and_reference,"3.2.7","Mar 21 2016","Android 1.5+",74.5 KB,"Penza Software",https://download.apkpure.com/c/APK/1004/01511d6bdb444d9f?fn=Text%20Reader_v3.2.7_apkpure.com.apk&k=d4c389e391ce442b0fadb3cb5cd7096d5724c75a&p=com.penzasoft.textreader&c=1%7CBOOKS_AND_REFERENCE
"Building Ideas MCPE HOUSE MOD",books_and_reference,"1.0","Jun 24 2015","Android 2.3.2+",6.8 MB,"NongNuy",https://download.apkpure.com/c/APK/879/01469c251009bb1f?fn=Building%20Ideas%20MCPE%20HOUSE%20MOD_v1.0_apkpure.com.apk&k=32669a77e865047af4c08fbf214004035724c75a&p=com.sgmcpe.mc1&c=1%7CBOOKS_AND_REFERENCE
"Signification Prénom",books_and_reference,"1.6","Feb 11 2015","Android 2.3.2+",17.8 MB,"Your Smart Apps",https://download.apkpure.com/c/APK/914/014a69d6c782cbf1?fn=Signification%20Pr%C3%A9nom_v1.6_apkpure.com.apk&k=0788ee878b51cb597107e592ad6bd9ff5724c75a&p=signification.prenom.francais&c=1%7CBOOKS_AND_REFERENCE
"কম্পিউটার প্রোগ্রামিং বই",books_and_reference,"1.2","Mar 04 2015","Android 3.0+",4.6 MB,"Mukto Software Ltd.",https://download.apkpure.com/c/APK/290/010d0909145a2417?fn=%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0%20%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A7%8B%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A6%BF%E0%A6%82%20%E0%A6%AC%E0%A6%87_v1.2_apkpure.com.apk&k=73e6dfcd9895c9e94752b48f05c928715724c75a&p=com.muktosoft.cpbook&c=1%7CBOOKS_AND_REFERENCE
"English Tagalog Dictionary",books_and_reference,"2.4","Apr 03 2016","Android 2.3.2+",2.8 MB,"NDT",null
"追书神器-免费小说阅读器(支持繁体),TXT电子图书BOOK",books_and_reference,"3.54","Apr 22 2016","Android 2.3.2+",10.2 MB,"上海戴思",https://download.apkpure.com/c/APK/1213/018c3098859ca5c3?fn=%E8%BF%BD%E4%B9%A6%E7%A5%9E%E5%99%A8%20%E5%85%8D%E8%B4%B9%E5%B0%8F%E8%AF%B4%E9%98%85%E8%AF%BB%E5%99%A8%20%E6%94%AF%E6%8C%81%E7%B9%81%E4%BD%93%20TXT%E7%94%B5%E5%AD%90%E5%9B%BE%E4%B9%A6BOOK_v3.54_apkpure.com.apk&k=33c2187964c682dd8247ea848015271f5724c75a&p=com.ushaqi.zhuishushenqi&c=1%7CBOOKS_AND_REFERENCE
"Urdu to Urdu Dictionary",books_and_reference,"1.1","Nov 05 2015","Android 4.0+",2.2 MB,"ZabibTech",null
"Tutorials Shadowmatic",books_and_reference,"1.0","Jul 02 2015","Android 4.0+",4.6 MB,"G-Wikis",https://download.apkpure.com/c/APK/859/014543db933f1452?fn=Tutorials%20Shadowmatic_v1.0_apkpure.com.apk&k=9f75caa27fef40b76ce2ce8e884634515724c75a&p=com.mts.shadowmatic&c=1%7CBOOKS_AND_REFERENCE
"CLEO Mod Collection for GTA SA",books_and_reference,"1.1","Dec 17 2015","Android 4.0+",25.5 MB,"ExpertArts Studio",https://download.apkpure.com/c/APK/506/011d592732ef76ab?fn=CLEO%20Mod%20Collection%20for%20GTA%20SA_v1.1_apkpure.com.apk&k=150b94142223539ee6c186e243df645e5724c75a&p=com.expertarts.clientgf&c=1%7CBOOKS_AND_REFERENCE
"Snail reader BETA",books_and_reference,"1.3.9","Mar 16 2016","Android 4.0+",5.9 MB,"snail team",https://download.apkpure.com/c/APK/779/013c578aa05fd3fb?fn=Snail%20reader%20BETA_v1.3.9_apkpure.com.apk&k=f035d7c1597a2e6a3814a6a53a8d3ef15724c75a&p=com.papyrus.mehdok.snail&c=1%7CBOOKS_AND_REFERENCE
"Word Book English to Bengali",books_and_reference,"2.4","Jan 22 2016","Android 2.2+",1.6 MB,"dreamBDIt",https://download.apkpure.com/c/APK/634/012fe1b4e62cd86d?fn=Word%20Book%20English%20to%20Bengali_v2.4_apkpure.com.apk&k=625bb78cbc435da8ac061fdd912864d35724c75a&p=com.wrdbk.engbangla&c=1%7CBOOKS_AND_REFERENCE
"Christian Hymn Book",books_and_reference,"1.8","Jan 15 2016","Android 2.3.2+",3.5 MB,"Chamath Silva",https://download.apkpure.com/c/APK/725/012cb58c6ffd1161?fn=Christian%20Hymn%20Book_v1.8_apkpure.com.apk&k=10bd3cc7b34a467570cf45749448be805724c75a&p=com.chamathweb.androidapp.christianhymnbook&c=1%7CBOOKS_AND_REFERENCE
"Wikipedia Beta",books_and_reference,"2.1.143-beta-2016-03-16","Mar 16 2016","Android 4.0.3+",13.1 MB,"Wikimedia Foundation",https://download.apkpure.com/c/APK/791/013dc5374ecd5814?fn=Wikipedia%20Beta_v2.1.143-beta-2016-03-16_apkpure.com.apk&k=3c3a7a26e9287d4066ca2f3acb60dbb45724c75a&p=org.wikipedia.beta&c=1%7CBOOKS_AND_REFERENCE
"المصحف",books_and_reference,"2.3.4","Apr 17 2016","Android 2.3.4+",34.5 MB,"A.Abdo",https://download.apkpure.com/c/APK/1191/0182faa611003445?fn=%D8%A7%D9%84%D9%85%D8%B5%D8%AD%D9%81_v2.3.4_apkpure.com.apk&k=5807d9083727b8fddda9c84984ed5d045724c75a&p=com.abdo.quran&c=1%7CBOOKS_AND_REFERENCE
"শিক্ষামূলক গল্প ও ঘটনা - Golpo",books_and_reference,"0.0.2","May 21 2015","Android 2.3.4+",1.9 MB,"FinalApps",https://download.apkpure.com/c/APK/283/010b8bacbd6d6322?fn=%E0%A6%B6%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BE%E0%A6%AE%E0%A7%82%E0%A6%B2%E0%A6%95%20%E0%A6%97%E0%A6%B2%E0%A7%8D%E0%A6%AA%20%E0%A6%93%20%E0%A6%98%E0%A6%9F%E0%A6%A8%E0%A6%BE%20Golpo_v0.0.2_apkpure.com.apk&k=f84081287da1a59a369f6677bf4a00b25724c75a&p=com.finalapps.inspirationalstories&c=1%7CBOOKS_AND_REFERENCE
"Tips for Neo Monsters",books_and_reference,"1.0.1","Nov 03 2015","Android 2.3.2+",8.3 MB,"MaKeelio Studio",https://download.apkpure.com/c/APK/507/011daa3d83bf5d36?fn=Tips%20for%20Neo%20Monsters_v1.0.1_apkpure.com.apk&k=d5f5e920b48c90963f08e6341af5b1fd5724c75a&p=com.font.org.simplegp&c=1%7CBOOKS_AND_REFERENCE
